Document,Dominant_Topic,Perc_Contribution,Topic_Keywords,Reviews_cleaned
245,2,0.942900002,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['bob', 'amazing', 'job', 'process', 'smooth', 'stress', 'free', 'definitely', 'responded', 'super', 'fast', 'helpful', 'satisfied']"
246,1,0.943300009,"process, loan, read, closing, made, team, experience, time, great, questions","['professional', 'yet', 'personable', 'quick', 'help', 'questions', 'obstacles', 'funding', 'process', 'highly_recommend', 'peter', 'lammerts', 'team']"
247,1,0.943400025,"process, loan, read, closing, made, team, experience, time, great, questions","['pleasure_work', 'christopher', 'waymire', 'process', 'made', 'easy', 'painless', 'staff', 'supporting', 'team', 'awesome', 'highly_recommend', 'company']"
248,3,0.576900005,"process, time, read, loan, home, great, always, company, questions, nasb","['great', 'first_time', 'home_buying', 'experience', 'already', 'recommended', 'triumph', 'friends', 'family', 'communication', 'really', 'made', 'difference', 'stephanie', 'staff', 'quick_respond', 'emails', 'answering', 'questions', 'providing', 'reassurance', 'something', 'seems', 'lacking', 'days', 'comes', 'conducting', 'business']"
249,2,0.527199984,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['trying', 'decide', 'triumph_lending', 'much', 'larger', 'company', 'whose', 'name', 'starts', 'spaceship', 'logo', 'happy', 'went', 'triumph', 'company', 'got', 'needy', 'wouldnt', 'stop', 'trying', 'call', 'chose', 'triumph', 'however', 'triumph', 'didnt', 'play', 'games', 'responded', 'quickly', 'took', 'time', 'educate', 'didnt', 'gimmicky', 'sales', 'techniques', 'pleasant', 'work', 'whole_process', 'happy', 'work', 'going', 'buy', 'rental', 'property', 'next', 'year', 'read']"
250,1,0.50059998,"process, loan, read, closing, made, team, experience, time, great, questions","['first_home', 'purchas', 'however', 'peter', 'monicas', 'support', 'made', 'easy', 'smooth', 'process', 'always', 'hear', 'stress', 'challenges', 'buying_house', 'day', 'peter', 'called', 'told', 'good', 'closing', 'couple', 'weeks', 'laughed', 'honestly', 'thought', 'joking', 'thats', 'simple', 'quick', 'loan', 'actually', 'able', 'enjoy', 'entire_process', 'application', 'closing', 'response', 'time', 'emails', 'unbelievable', 'response', 'within_minutes', 'almost', 'hours', 'day', 'exceeded', 'bar', 'customer_service', 'given', 'stars', 'option', 'extremely', 'fast', 'loan', 'process', 'got', 'outstanding', 'rate', 'continued', 'call', 'way', 'closing', 'make_sure', 'everything', 'going', 'well', 'youre', 'market', 'buy', 'home', 'refinance', 'peter', 'team', 'ones', 'thank', 'much', 'never', 'thank', 'enough', 'best', 'read']"
251,1,0.983500004,"process, loan, read, closing, made, team, experience, time, great, questions","['andy', 'incredible', 'resource', 'guide', 'throughout', 'first', 'homebuying', 'experience', 'highly', 'skilled', 'always', 'willing', 'help', 'perhaps', 'importantly', 'understanding', 'answered', 'countless', 'questions', 'even', 'text', 'messages', 'night', 'calm', 'professional', 'demeanor', 'absolutely', 'reassured', 'throughout', 'closing', 'process', 'plan', 'refinancing', 'years', 'utmost', 'confidence', 'andy', 'able', 'provide', 'another', 'superior', 'experience', 'looking', 'forward', 'working', 'andy', 'read']"
252,3,0.953199983,"process, time, read, loan, home, great, always, company, questions, nasb","['thank', 'peter', 'always', 'getting', 'back', 'right', 'away', 'questions', 'making', 'sure', 'smooth', 'process', 'loan', 'closed_time', 'appreciate', 'much']"
253,1,0.522700012,"process, loan, read, closing, made, team, experience, time, great, questions","['found', 'triumph', 'online', 'reached', 'loved', 'easy', 'get', 'hold', 'answered', 'questions', 'went', 'beyond', 'make_sure', 'understood', 'whole_process', 'team', 'responsive', 'keeps', 'everything', 'still', 'need', 'going', 'forward', 'closed', 'late', 'friday', 'funding', 'happened', 'relatively', 'fast', 'without', 'hiccups', 'hands', 'recommend', 'anyone', 'purchasing', 'house', 'made', 'process', 'run', 'smoothly', 'read']"
254,3,0.939300001,"process, time, read, loan, home, great, always, company, questions, nasb","['good', 'gut', 'feeling', 'triumph_lending', 'wasted', 'lot', 'time', 'checking', 'mortgage', 'companiesthose', 'companies', 'map', 'two', 'never_heard', 'back', 'preapproval', 'stage', 'one', 'completely', 'ignored', 'one', 'email', 'sent', 'follow', 'phone_call', 'another', 'waited', 'month', 'call', 'back', 'two', 'promised', 'information', 'ever', 'provided', 'itthe', 'real', 'prize', 'winner', 'particularly', 'pushy', 'completely', 'unprofessional', 'informed', 'decided', 'triumph_lending', 'theyre', 'closing_costs', 'thousands', 'dollars', 'lowerbut', 'everyone', 'worked', 'triumph', 'mostly', 'vanessa', 'flores', 'loan_officer', 'alina', 'vargas', 'loan', 'processor', 'took', 'every', 'question', 'seriously', 'never', 'failed', 'respond', 'request', 'quickly', 'accurately', 'know', 'sounds', 'cliche', 'felt_like', 'number', 'themthanks', 'wife', 'getting', 'first_home', 'read']"
255,1,0.971199989,"process, loan, read, closing, made, team, experience, time, great, questions","['vanessa', 'word', 'fantasticshe', 'every_step', 'way', 'perfect', 'balance', 'professionalism', 'enthusiasmshe', 'always', 'quick_respond', 'respond', 'questions', 'even', 'importantly', 'answers', 'always', 'righti', 'check', 'mortgage', 'companies', 'representatives', 'couldnt', 'hold', 'candle', 'read']"
256,0,0.887700021,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['pleasure', 'john', 'besides', 'fees', 'closing_costs', 'lower', 'brokers', 'reached', 'john', 'involved', 'every_step', 'way', 'top', 'every', 'element', 'transaction', 'communicated', 'timely', 'nothing', 'left', 'chance', 'even', 'loan', 'ready', 'funded', 'one', 'week', 'prior', 'closing', 'dayhaving', 'shopped', 'around', 'compared', 'brokers', 'know', 'made', 'great', 'decision', 'financially', 'peace', 'mind', 'going', 'john', 'hesitate', 'recommend', 'services', 'anyone_looking', 'home', 'loan', 'read']"
257,1,0.967199981,"process, loan, read, closing, made, team, experience, time, great, questions","['triumph', 'extremely', 'efficient', 'pleased', 'streamlined', 'processes', 'technology', 'entire', 'team', 'worked', 'knowledgeable', 'provided', 'real', 'time', 'feed', 'back', 'personable', 'awesome', 'experience', 'triumph', 'definitely_recommend', 'home', 'buyers']"
258,1,0.912599981,"process, loan, read, closing, made, team, experience, time, great, questions","['excellent', 'customer_service', 'great', 'experience_working', 'lender', 'marcos', 'maya', 'team']"
259,3,0.970799983,"process, time, read, loan, home, great, always, company, questions, nasb","['cannot', 'say_enough', 'great', 'things', 'peter', 'team', 'peter', 'always_available', 'always', 'responded', 'right', 'away', 'answered', 'questions', 'answer', 'questions', 'took', 'time', 'explain', 'everything', 'detail', 'made_sure', 'understood', 'answer', 'andor', 'process']"
260,3,0.713500023,"process, time, read, loan, home, great, always, company, questions, nasb","['buying_house', 'painful', 'fill', 'applications', 'produce', 'proof', 'financials', 'etc', 'chris', 'team', 'made', 'easy', 'easy', 'work', 'organized', 'always', 'ready', 'answer', 'question', 'explain', 'something', 'needed', 'chris', 'friendly', 'knowledgeable', 'professional', 'always', 'best_interest', 'mind', 'communicated', 'every_step', 'way', 'best', 'home', 'loan', 'experience', 'ever', 'read']"
261,2,0.947399974,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['stephanie', 'amazing', 'side', 'side', 'process', 'answering', 'questions', 'fighting', 'realtor', 'absolutely', 'recommend', 'team', 'guys', 'rock']"
262,3,0.966099977,"process, time, read, loan, home, great, always, company, questions, nasb","['stephanie', 'amazing', 'bought', 'first', 'house', 'houston', 'cant', 'thankful', 'patience', 'help', 'gave', 'working', 'pleasure', 'realtor', 'ill', 'never', 'forget', 'thank', 'stephanie', 'youre', 'best', 'highly_recommend']"
263,3,0.841899991,"process, time, read, loan, home, great, always, company, questions, nasb","['great', 'experience', 'great', 'people']"
264,0,0.976499975,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['working', 'chris', 'easy', 'listens', 'needs', 'understands', 'best', 'meet', 'open', 'upfront', 'honest', 'communicates', 'quickly', 'thorough', 'delivers', 'high', 'level', 'customer_service', 'writing', 'processing', 'best', 'fastest', 'ive_ever', 'seen', 'want', 'great', 'loan', 'experience', 'business', 'chris', 'wont', 'let', 'read']"
265,0,0.797900021,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['great_work', 'responsive', 'inquiries']"
266,3,0.920599997,"process, time, read, loan, home, great, always, company, questions, nasb","['stephanie', 'alina', 'phillip', 'great_work', 'made', 'process', 'quick', 'painless', 'highly_recommend']"
267,3,0.929199994,"process, time, read, loan, home, great, always, company, questions, nasb","['stephanie', 'great', 'pleasure_work', 'gave', 'solid', 'advice', 'throughout', 'process', 'thanks', 'stephanie']"
268,3,0.954299986,"process, time, read, loan, home, great, always, company, questions, nasb","['really', 'enjoyed', 'services', 'provided', 'stephanie', 'drewry', 'team', 'friendly', 'professional', 'always', 'responded', 'quickly', 'great', 'advice', 'throughout', 'lending', 'process']"
269,2,0.954599977,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['bob', 'amazing', 'job', 'give', 'stars', 'process', 'went', 'smooth', 'stress', 'free', 'definitely', 'respond', 'super', 'fast', 'super', 'helpful', 'satisfaction']"
270,2,0.829599977,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['stephanie', 'team', 'fantastic', 'helpful', 'responsive', 'lender', 'ive_ever', 'worked', 'really', 'way', 'provide', 'best', 'customer_service', 'possible', 'recommend', 'anyone']"
271,1,0.96420002,"process, loan, read, closing, made, team, experience, time, great, questions","['working', 'chris', 'excellent', 'experience', 'knowledgeable', 'follow', 'every_step', 'wayit', 'really', 'make', 'big', 'difference', 'work', 'professional', 'like', 'himthank', 'chris', 'time', 'effort', 'put', 'deal']"
272,1,0.785700023,"process, loan, read, closing, made, team, experience, time, great, questions","['chris', 'hard', 'sell', 'guy', 'earns', 'business', 'giving', 'great', 'deal', 'working', 'hard', 'chris', 'always', 'responsive', 'time', 'reached', 'even', 'contacted', 'followup', 'great', 'well', 'highly_recommend', 'part', 'provide', 'required', 'information', 'obtain', 'loan', 'man', 'breaks', 'speed', 'records', 'getting', 'done', 'two', 'thumbs', 'read']"
273,1,0.971199989,"process, loan, read, closing, made, team, experience, time, great, questions","['chris', 'waymire', 'team', 'spectacular', 'first_time', 'home', 'buyer', 'chris', 'triumph_lending', 'suggested', 'mutual', 'friend', 'chris', 'triumph', 'team', 'responsive', 'proactive', 'every', 'stage', 'deal', 'guy', 'real', 'deal', 'highly_recommend', 'financing', 'chris']"
274,1,0.971199989,"process, loan, read, closing, made, team, experience, time, great, questions","['chris', 'waymire', 'team', 'spectacular', 'first_time', 'home', 'buyer', 'chris', 'triumph_lending', 'suggested', 'mutual', 'friend', 'chris', 'triumph', 'team', 'responsive', 'proactive', 'every', 'stage', 'deal', 'guy', 'real', 'deal', 'highly_recommend', 'financing', 'chris']"
275,3,0.976700008,"process, time, read, loan, home, great, always, company, questions, nasb","['triumph_lending', 'great', 'team', 'walk', 'lending', 'process', 'hasslefree', 'treated', 'great', 'care', 'made_sure', 'answer', 'questions', 'preapproval', 'process', 'easy', 'complete', 'team', 'quick_respond', 'every', 'time', 'needed', 'preapproval', 'letter', 'bidding', 'home', 'able', 'close', 'house', 'within', 'month', 'well', 'read']"
276,3,0.624100029,"process, time, read, loan, home, great, always, company, questions, nasb","['stephanie', 'drewry', 'took', 'wonderful', 'care', 'purchasing', 'home', 'another', 'state', 'felt', 'though', 'customers', 'received', 'personal', 'timely', 'care']"
277,1,0.970899999,"process, loan, read, closing, made, team, experience, time, great, questions","['beginning', 'lending_tree', 'took', 'excellent', 'care', 'buying', 'home', 'another', 'state', 'every', 'day', 'stayed', 'top', 'step', 'get', 'closing', 'completed', 'sellers', 'requested', 'date', 'team', 'worked', 'together', 'like', 'welloiled', 'machine']"
278,1,0.960399985,"process, loan, read, closing, made, team, experience, time, great, questions","['awesome', 'staff', 'works', 'well', 'together', 'support', 'customers', 'throughout', 'lending', 'processmarcos', 'monica', 'phenomenal', 'job', 'keeping', 'informed', 'answering', 'questions', 'loan', 'process']"
279,1,0.968299985,"process, loan, read, closing, made, team, experience, time, great, questions","['marcos', 'team', 'every_step', 'way', 'every', 'time', 'reached', 'received', 'response', 'within_minutes', 'goes', 'calls', 'texts', 'emails', 'marcos', 'made', 'process', 'easy', 'could', 'imagine', 'recommend', 'team', 'triumph', 'anyone']"
280,0,0.964299977,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['started', 'process', 'mortgage', 'loan', 'triumph_lending', 'network', 'funding', 'houston', 'given', 'preapproval', 'quickly', 'great', 'interest_rate', 'continually', 'informed', 'via_email', 'phone_calls', 'thorough', 'entire_process', 'loan', 'representative', 'triumph_lending', 'peter', 'lammerts', 'worked', 'tirelessly', 'make', 'best', 'deal', 'possible', 'terms', 'closing_costs', 'interest_rate', 'top', 'always_available', 'answer', 'questions', 'loan', 'begin', 'looked', 'like', 'going', 'easy', 'mortgage', 'loan', 'process', 'difficulties', 'credit', 'report', 'showed', 'peter', 'diligent', 'work', 'issues', 'able', 'overcome', 'obstacles', 'order', 'mortgage', 'closing', 'time', 'best_interest', 'mind', 'highly_recommend', 'peter', 'lammerts', 'team', 'professionalism', 'efficient', 'servicej', 'read']"
281,3,0.909300029,"process, time, read, loan, home, great, always, company, questions, nasb","['john', 'team', 'great', 'best', 'lender', 'process', 'ive', 'mortgage']"
282,1,0.970700026,"process, loan, read, closing, made, team, experience, time, great, questions","['marcos', 'tremendous', 'asset', 'triumph_lending', 'katie', 'extremely', 'helpful', 'explaining', 'step', 'way', 'keeping', 'informed', 'progress', 'accomplished', 'everything', 'said', 'closed_time', 'last', 'day', 'month', 'planned', 'midst', 'high', 'tension', 'parties', 'great_job']"
283,2,0.939300001,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['team', 'great_work', 'experienced', 'professional', 'bumps', 'seller', 'end', 'triumph', 'pushed', 'closed_time', 'thank', 'yall']"
284,3,0.927600026,"process, time, read, loan, home, great, always, company, questions, nasb","['stephanie', 'great_job', 'kept', 'informed', 'times', 'seems', 'put', 'together', 'excellent', 'team', 'focus', 'getting', 'job', 'done', 'done', 'right']"
285,3,0.975600004,"process, time, read, loan, home, great, always, company, questions, nasb","['great', 'experience_working', 'stephanie', 'team', 'loan', 'process', 'went_smoothly', 'able', 'close', 'days', 'earlier', 'expected', 'realtor', 'worked', 'triumph', 'made', 'comment', 'close', 'process', 'went_smoothly', 'great', 'lender', 'title', 'company', 'used', 'definitely', 'reach', 'triumph', 'future', 'lending', 'needs', 'read']"
286,3,0.553200006,"process, time, read, loan, home, great, always, company, questions, nasb","['bob', 'triumph', 'beat', 'lenders', 'rates', 'prompt', 'approval', 'closing']"
287,1,0.779699981,"process, loan, read, closing, made, team, experience, time, great, questions","['bob', 'called', 'checking', 'answered', 'questions', 'via_email', 'within_minutes', 'later', 'hour', 'reassured', 'another', 'lender', 'trying', 'make', 'think', 'problems', 'triumph', 'followed', 'gut', 'stuck', 'bob', 'triumph', 'bob', 'katie', 'amazing', 'beat', 'lenders', 'rates', 'percentage', 'saved', 'closing_costs', 'well', 'lender', 'strict', 'closing_costs', 'higher', 'amazing', 'home', 'could', 'happier', 'read']"
288,2,0.628000021,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['went', 'beyond', 'make_sure', 'much', 'information', 'needed', 'close', 'home', 'great_job', 'kevin', 'team', 'stay', 'connected', 'provide', 'timely', 'communication', 'close', 'early', 'truly', 'cares', 'individual', 'families', 'provided', 'great', 'overall', 'experience', 'one', 'stressful', 'times', 'someones', 'life', 'great_job', 'overall', 'thanks', 'hard', 'work', 'information', 'super', 'helpfuli', 'truly', 'appreciate', 'approach', 'confidence', 'earned', 'knowing', 'right', 'customers', 'read']"
289,0,0.946699977,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['pleasure_working', 'john', 'guerra', 'condo', 'purchase', 'made', 'home', 'loan', 'process', 'much_easier', 'expected', 'definitely_recommend', 'family', 'friends']"
290,1,0.884000003,"process, loan, read, closing, made, team, experience, time, great, questions","['stephanie', 'awesome', 'worked_hard', 'make_sure', 'loan', 'closed']"
291,3,0.955200016,"process, time, read, loan, home, great, always, company, questions, nasb","['triumphs', 'customer_service', 'great', 'stephanie', 'worked_hard', 'ensure', 'closed_time', 'addressresolve', 'issues', 'arose', 'prior', 'closing', 'suggest', 'specifically', 'request', 'stephanie', 'drewry']"
292,2,0.971400023,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['second', 'time', 'worked', 'glen', 'home', 'mortgage', 'time', 'process', 'went_smoothly', 'second', 'time', 'also', 'janel', 'salvador', 'helping', 'impressed', 'responsiveness', 'janel', 'even', 'answered', 'questions', 'nonbusiness', 'hours', 'great', 'follow', 'highy', 'recommend']"
293,1,0.932900012,"process, loan, read, closing, made, team, experience, time, great, questions","['john', 'guerra', 'super', 'fast', 'responding', 'explaining', 'process', 'easiest', 'loan', 'process', 'done']"
294,1,0.984000027,"process, loan, read, closing, made, team, experience, time, great, questions","['worked', 'steven', 'castaneda', 'years', 'back', 'looking', 'building', 'ended', 'getting', 'pregnant', 'deciding', 'hold', 'steve', 'push', 'harass', 'calls', 'emails', 'appreciated', 'years', 'later', 'decided', 'move', 'forward', 'sale', 'purchase', 'remembered', 'helpful', 'time', 'spent', 'explaining', 'things', 'contacted', 'helpful', 'walking', 'answering', 'questions', 'process', 'knew', 'little', 'home_buying', 'really', 'appreciated', 'time', 'closed', 'dream_home', 'everything_went', 'smooth', 'read']"
295,1,0.984000027,"process, loan, read, closing, made, team, experience, time, great, questions","['worked', 'steven', 'castaneda', 'years', 'back', 'looking', 'building', 'ended', 'getting', 'pregnant', 'deciding', 'hold', 'steve', 'push', 'harass', 'calls', 'emails', 'appreciated', 'years', 'later', 'decided', 'move', 'forward', 'sale', 'purchase', 'remembered', 'helpful', 'time', 'spent', 'explaining', 'things', 'contacted', 'helpful', 'waking', 'answering', 'questions', 'process', 'knew', 'little', 'home_buying', 'really', 'appreciated', 'time', 'closed', 'dream_home', 'everything_went', 'smooth', 'read']"
296,1,0.529399991,"process, loan, read, closing, made, team, experience, time, great, questions","['working', 'john', 'last', 'years', 'placed', 'offers', 'different', 'houses', 'luck', 'john', 'always', 'documents', 'needed', 'ready', 'john', 'attention', 'details', 'responsiveness', 'customer_service', 'second_none', 'failed', 'offers', 'joy', 'finally', 'accepted', 'john', 'always_available', 'phone', 'email', 'responding', 'almost', 'immediately', 'john', 'helped', 'make', 'buying', 'home', 'smooth', 'enjoyable', 'process', 'loan', 'documentation', 'easy', 'manageif', 'process', 'buying', 'refinancing', 'home', 'look', 'working', 'john', 'guerra', 'read']"
297,1,0.98360002,"process, loan, read, closing, made, team, experience, time, great, questions","['matt', 'pierce', 'went', 'beyond', 'able', 'make', 'suggestions', 'didnt', 'know', 'due', 'experience', 'also', 'answers', 'almost', 'every', 'hour', 'week', 'feel_like', 'worked', 'hours', 'commission', 'probably', 'received', 'definitely', 'contacting', 'next', 'loan', 'great', 'guy', 'never', 'got', 'annoyed', 'requests', 'never', 'felt', 'express', 'frustration', 'wouldnt', 'blame', 'always', 'pleasant', 'talk', 'texting', 'made', 'process', 'much_easier', 'read']"
298,1,0.98360002,"process, loan, read, closing, made, team, experience, time, great, questions","['matt', 'pierce', 'went', 'beyond', 'able', 'make', 'suggestions', 'didnt', 'know', 'due', 'experience', 'also', 'answers', 'almost', 'every', 'hour', 'week', 'feel_like', 'worked', 'hours', 'commission', 'probably', 'received', 'definitely', 'contacting', 'next', 'loan', 'great', 'guy', 'never', 'got', 'annoyed', 'requests', 'never', 'felt', 'express', 'frustration', 'wouldnt', 'blame', 'always', 'pleasant', 'talk', 'texting', 'made', 'process', 'much_easier', 'read']"
299,3,0.421600014,"process, time, read, loan, home, great, always, company, questions, nasb","['chris', 'waymire', 'loan_officer', 'worked', 'contact', 'sometime', 'purchased', 'home', 'helpful', 'knowledgeable', 'loan', 'process', 'made', 'loan', 'process', 'easy', 'problems', 'getting', 'qualified', 'delays', 'process', 'way', 'closing', 'recommend', 'chris', 'triumph_lending', 'family', 'friends', 'chris', 'helped', 'get', 'dream_home', 'truly', 'thankful', 'read']"
300,2,0.919799984,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['friendly', 'knowledgeable', 'willing', 'answer', 'questions', 'highly_recommend', 'refinance', 'home', 'loan']"
301,3,0.970700026,"process, time, read, loan, home, great, always, company, questions, nasb","['refinanced', 'house', 'loansnap', 'company', 'amazing', 'everyone', 'dealt', 'friendly', 'knowledgeable', 'willing', 'answer', 'questions', 'highly', 'recommenced', 'loansnap', 'anyone_looking', 'refinance', 'home', 'loan_officer', 'dyllon', 'highly_recommend', 'knowledgeable', 'makes', 'whole_process', 'seem', 'easy']"
302,3,0.487800002,"process, time, read, loan, home, great, always, company, questions, nasb","['buying', 'home', 'complicated', 'multiple', 'parties', 'competing', 'interests', 'really', 'stressful', 'frustrating', 'experiecne', 'helps', 'enormously', 'working', 'lender', 'upfront', 'offer', 'accept', 'terms', 'type', 'loan', 'type', 'property', 'downpayment', 'timing', 'close', 'received', 'call', 'dlj', 'previous', 'lender', 'changed', 'terms', 'two', 'weeks', 'escrow', 'desperation', 'filled', 'lending_tree', 'form', 'hope', 'finding', 'new', 'lender', 'time', 'honestly', 'thought', 'purchase', 'going', 'fall', 'next', 'day', 'received', 'call', 'number', 'lender', 'didnt', 'recognize', 'dlj', 'glad', 'answered', 'phonewithin', 'minutes', 'adan_munoz', 'back', 'track', 'dljs', 'team', 'across', 'board', 'knowledgable', 'articulate', 'wellcoordinated', 'calm', 'constructive', 'offered', 'product', 'met', 'needs', 'perfectly', 'got', 'across', 'finish', 'line', 'record', 'timespecial', 'shoutout', 'focused', 'unflappable', 'highly', 'responsive', 'ranee', 'martinez', 'read']"
303,3,0.900099993,"process, time, read, loan, home, great, always, company, questions, nasb","['appreciated', 'teams', 'thoroughness', 'constant', 'updates', 'throughout', 'entire_process']"
304,3,0.974900007,"process, time, read, loan, home, great, always, company, questions, nasb","['want', 'thank', 'robert', 'mcclung', 'janeen', 'cadwell', 'kind', 'assistance', 'loan', 'process', 'although', 'many', 'questions', 'beginning', 'robert', 'provided', 'information', 'required', 'make', 'feel_comfortable', 'refinancing', 'home', 'great', 'experience', 'highly_recommend', 'dlj_financial', 'thanks', 'robert', 'janeen', 'great', 'service']"
305,0,0.962000012,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['dealt', 'robert', 'mcclung', 'hitting', 'bumps', 'road', 'persistent', 'managed', 'get', 'business', 'loan', 'throughhes', 'real', 'professional', 'knows', 'business', 'love', 'deal', 'opportunity', 'future']"
306,0,0.885999978,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['great', 'person', 'work', 'never', 'give', 'attitude']"
307,0,0.885999978,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['incredibly', 'responsive', 'completed', 'process', 'little', 'effort']"
308,1,0.796999991,"process, loan, read, closing, made, team, experience, time, great, questions","['great', 'lender', 'work']"
309,2,0.976999998,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['brian', 'absolutely', 'best', 'work', 'response', 'question', 'lightening', 'quick', 'attention', 'detail', 'second_none', 'time', 'dread', 'loan', 'process', 'brian', 'sekani', 'truly', 'painless', 'easy', 'want', 'loan_officer', 'instills', 'confidence', 'dedicated', 'serving', 'clients', 'look', 'briani', 'appreciate', 'help', 'guys', 'read']"
310,2,0.975799978,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['ethan', 'mortgage_banker', 'dlj_financial', 'absolutely', 'pleasure_work', 'start_finish', 'kept', 'updated', 'loop', 'process', 'heloc', 'fast', 'well', 'lisa', 'processor', 'kind', 'attentive', 'first', 'phone_call', 'ethan', 'detailed', 'nothing', 'best_interest', 'mine', 'ethan', 'definitely', 'earned', 'business', 'many', 'years', 'come', 'read']"
311,3,0.949500024,"process, time, read, loan, home, great, always, company, questions, nasb","['adan', 'great', 'loan_officer', 'always', 'responsive', 'knowledgeable', 'best_interest', 'heart', 'good', 'word', 'top', 'everything', 'thank', 'much', 'adan']"
312,3,0.590499997,"process, time, read, loan, home, great, always, company, questions, nasb","['adan_munoz', 'apparently', 'sleep', 'responds', 'question', 'almost', 'immediately', 'refinanced', 'home', 'process', 'smooth', 'adan', 'top', 'everything', 'got', 'best_rate', 'kept', 'word', 'concern', 'slow', 'give', 'loan', 'estimate', 'agreed', 'upon', 'rate', 'terms', 'appears', 'waiting', 'see', 'rate', 'didnt', 'honored', 'word', 'really', 'best', 'thing', 'one', 'ask', 'patient', 'good', 'explaining', 'things', 'trust', 'bothered', 'many', 'questions', 'always', 'kind', 'professional', 'closing', 'went', 'planned', 'within', 'days', 'trust', 'dlj', 'adan', 'fully', 'means', 'lot', 'huge', 'investment', 'read']"
313,2,0.92930001,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['super', 'responsive', 'thorough', 'look', 'next', 'transaction', 'questions', 'concerns', 'answered', 'promptlyben']"
314,2,0.974399984,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['worked', 'anthony', 'ranee', 'refinance', 'current', 'fha', 'loan', 'anthony', 'explained', 'everything', 'detail', 'entire_process', 'loan', 'ranee', 'also', 'super', 'thorough', 'easy', 'deal', 'issue', 'using', 'mortgage', 'needs', 'dljs', 'process', 'mostly', 'online', 'worked', 'flawlessly', 'ben']"
315,0,0.584699988,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['pleasure_working', 'anthony', 'home', 'refinance', 'husband', 'throughout', 'years', 'refinanced', 'acquired', 'many', 'home', 'loans', 'honestly', 'say', 'anthony', 'best', 'mortgage_banker', 'ever', 'pleasure_working', 'anthony', 'prompt', 'responsive', 'always', 'answering', 'phone_calls', 'emails', 'within', 'timely_manner', 'often', 'times', 'days', 'hours', 'recommend', 'anthony', 'anyone_looking', 'painless', 'refinance', 'home', 'loan', 'read']"
316,0,0.502499998,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['pleasure_working', 'anthony_marroquin', 'throughout', 'years', 'husband', 'worked', 'many', 'different', 'companies', 'refinance', 'acquire', 'home', 'loans', 'without', 'doubt', 'anthony', 'best', 'mortgage_banker', 'worked', 'anthony', 'always', 'responded', 'swiftly', 'two', 'emails', 'phone_calls', 'often', 'times', 'days', 'hours', 'anthony', 'always', 'professional', 'knowledgeable', 'honestly', 'made', 'feel_like', 'client', 'often', 'times', 'refinancing', 'home', 'stressful', 'laborious', 'process', 'anthony', 'made', 'refinance', 'painless', 'recommend', 'read']"
317,2,0.950200021,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['lees', 'team', 'ethan', 'angelica', 'fantastic', 'job', 'making', 'loan', 'happen', 'complications', 'figured', 'way', 'complete', 'loan', 'happyjim']"
318,2,0.973800004,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['agree', 'star', 'review', 'easy', 'clear', 'work', 'hello', 'knowledgeable', 'direct', 'conversations', 'style', 'worked', 'well', 'team', 'processor', 'asks', 'documents', 'smooth', 'transaction', 'successful', 'loan', 'funded', 'happy', 'worked', 'michele', 'call', 'future', 'dealings', 'read']"
319,2,0.981299996,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['got', 'funded', 'dlj', 'smooth', 'transaction', 'michele', 'neal', 'pleasure', 'hello', 'super', 'communicative', 'professional', 'available', 'times', 'worked', 'sekani', 'hamiltn', 'processed', 'loan', 'also', 'constant', 'contact', 'great', 'team', 'sekani', 'attentive', 'responsive', 'knowledgeable', 'fields', 'wouldnt', 'hesitate', 'dlj', 'future', 'servicesi', 'good', 'experience_working', 'customer_service', 'oriented', 'people', 'reflect', 'dlj', 'read']"
